Period,Project,District,CBS_Hierarchy,Description,Budget_Amount,Period_Spend,JTD_Spend,Forecast_Amount,Forecast_Change,SL_Variance
202512,106073,Kiewit Infrastructure Engineers,3.4.4.1,"UrbanTech",,0.000000,43024.080000,43024.080000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.4.1.1,"UrbanTech Test Pile Design",,0.000000,43024.080000,43024.080000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.5,"WO#10 - Test Pile",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.5.1,"Arup",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.5.1.1,"Foundation Testing Reports",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6,"WO#16 - 50 & 70% DBE Design",0.000000,255555.380000,7024184.080000,8904105.370000,16052.420000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1,"WO#16 - P1B 50% Design",0.000000,0.000000,1880843.950000,1783311.240000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1,"STRAUGHAN (DBE)",0.000000,0.000000,184546.570000,87144.150000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1,"Environmental",0.000000,0.000000,184546.570000,87144.150000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.1,"Environmental Compliance Plan (including",,0.000000,16794.940000,16795.940000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.10,"Subaqueous Blasting Plan (Rebuild)",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.11,"Water Quality Monitoring Plan (Rebuild)",,0.000000,4498.570000,4498.570000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.12,"NEPA Re-Evaluation Documentation",,0.000000,10831.950000,10831.950000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.13,"Coordination and Meetings (i.e., agency,",,0.000000,29878.110000,29879.110000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.14,"Task Force Meetings",0.000000,0.000000,3558.800000,1.000000,0.000000,3557.800000000000
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.15,"Erosion & Sedimentation Control Notes, P",0.000000,0.000000,86085.500000,3.000000,0.000000,86082.500000000000
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.16,"Trestle Severe Weather Plan/ Severe Weat",,0.000000,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.2,"Storm Water Pollution Prevention Plan",0.000000,0.000000,1178.130000,2.000000,0.000000,1176.130000000000
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.3,"Underwater Noise Monitoring Plan",0.000000,0.000000,6592.990000,2.000000,0.000000,6590.990000000000
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.4,"Water Quality Monitoring Plan (Early Wor",,0.000000,347.200000,347.200000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.5,"Early Work & Demolition Permit Modificat",,0.000000,3821.340000,3821.340000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.6,"Doplhin No-Take Rationale Letter",,0.000000,607.600000,608.600000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.7,"Environmental Notices to Commence Work &",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.8,"Rebuild Permit Modification 2",,0.000000,14018.230000,14019.230000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.1.1.9,"Tidal In-Water Construction Plan (TIWC P",,0.000000,6333.210000,6334.210000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.10,"Urbantech",,0.000000,23133.640000,23133.640000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.10.1,"Land Approach Structures TSCD",,0.000000,923.160000,923.160000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.10.2,"Marine Structures TSCD",,0.000000,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.10.3,"Main Span TSCD",,0.000000,22210.480000,22210.480000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.2,"HLB (DBE)",,0.000000,63004.470000,63004.470000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.2.1,"Bridge Aesthetic Lighting",,0.000000,63004.470000,63004.470000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.2.1.1,"50-Percent BCC IFE Design Plans - Bridge",,0.000000,42584.110000,42584.110000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.2.1.2,"2D and 3D Visualizations and Renderings",,0.000000,20420.360000,20420.360000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.3,"MP ENGINEERS (DBE)",,0.000000,333307.800000,333308.800000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.3.1,"Structural",,0.000000,333307.800000,333308.800000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.3.1.1,"50-Percent BCC IFE Design Plans - Approa",,0.000000,249433.100000,249433.100000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.3.1.2,"50 Percent BCC IFE Design Plans - Approa",,0.000000,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.3.1.3,"50-Percent BCC IFE Design Plans - Sign &",,0.000000,83874.700000,83875.700000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.4,"DRIVE ENGINEERING (DBE)",,0.000000,567129.140000,567129.140000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.4.1,"Traffic",,0.000000,229574.610000,229574.610000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.4.1.1,"50-Percent BCC IFE Design Plans – Signag",,0.000000,119371.950000,119371.950000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.4.1.2,"50-Percent BCC IFE Design Plans – Street",,0.000000,51966.220000,51966.220000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.4.1.3,"Final Traffic Operations and Engineering",,0.000000,51715.640000,51715.640000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.4.1.4,"50% Street Lighting Report (CIV-009)",,0.000000,6520.800000,6520.800000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.4.2,"MOT",,0.000000,145927.530000,145927.530000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.4.2.1,"50-Percent Transportation Management Pla",,0.000000,122784.760000,122784.760000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.4.2.2,"50-Percent BCC IFE Design Plans - Mainte",,0.000000,23142.770000,23142.770000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.4.3,"ITS",,0.000000,191627.000000,191627.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.4.3.1,"50-Percent Design Plans – Permanent ITS",,0.000000,145050.160000,145050.160000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.4.3.2,"Final ITS Master Plan",,0.000000,46576.840000,46576.840000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.5,"SUYASH (DBE)",,0.000000,338809.540000,338677.250000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.5.1,"Drainage",,0.000000,338809.540000,338677.250000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.5.1.1,"50-Percent BCC IFE Design Plans - Draina",,0.000000,121272.250000,121139.960000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.5.1.2,"Storm Drain Design Report (CIV-003)",,0.000000,80084.340000,80084.340000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.5.1.3,"Stormwater Management Plan & Details (CI",,0.000000,26286.330000,26286.330000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.5.1.4,"Erosion & Sediment Control Notes, Plans,",,0.000000,99762.680000,99762.680000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.5.1.5,"50-Percent Design Plans – Temporary Drai",,0.000000,11403.940000,11403.940000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.6,"FLOURA TEETER (DBE)",,0.000000,164804.070000,164804.070000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.6.1,"Landscaping",,0.000000,164804.070000,164804.070000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.6.1.1,"50-Percent BCC IFE Design Plans - Vegeta",,0.000000,0.000000,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.6.1.2,"50-Percent BCC IFE Design Plans – Vegeta",,0.000000,164804.070000,164804.070000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.7,"NAVARRO & WRIGHT (DBE)",,0.000000,111659.290000,111660.290000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.7.1,"Structural",,0.000000,98900.390000,98901.390000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.7.1.1,"50-Percent BCC IFE Design Plans - Retain",,0.000000,98900.390000,98901.390000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.7.2,"Pavement",,0.000000,12758.900000,12758.900000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.7.2.1,"Final Pavement Investigation Planning Re",,0.000000,11797.100000,11797.100000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.7.2.2,"Interim Pavement Investigation Planning",,0.000000,961.800000,961.800000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.8,"Infrastructure Engineering, Inc (DBE)",,0.000000,94449.430000,94449.430000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.8.1,"50-Percent Design Plans - Approaches - W",,0.000000,94449.430000,94449.430000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.8.2,"Phase 2 Design Development - Approaches",,0.000000,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.9,"Fortis Engineers",,0.000000,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.1.9.1,"50-Percent Design Plans - Elevator Acces",,0.000000,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2,"WO16.0 - 50% Continued Design Developmen",,0.000000,236323.480000,236323.480000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.1,"Straughan (DBE)",,0.000000,59723.200000,59723.200000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.1.1,"Environmental",,0.000000,23845.160000,23845.160000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.1.1.1,"Environmental Compliance Plan (including",,0.000000,6710.110000,6710.110000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.1.1.10,"Task Force Meetings",,0.000000,2777.600000,2777.600000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.1.1.2,"Storm Water Pollution Prevention Plan",,0.000000,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.1.1.3,"Trestle Severe Weather Plan/ Severe Weat",,0.000000,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.1.1.4,"Underwater Noise Monitoring Plan",,0.000000,4774.000000,4774.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.1.1.5,"Water Quality Monitoring Plan (Early Wor",,0.000000,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.1.1.6,"Early Work & Demolition Permit Modificat",,0.000000,880.630000,880.630000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.1.1.7,"NEPA Re-Evaluation Documentation",,0.000000,694.400000,694.400000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.1.1.8,"Coordination and Meetings (i.e., agency,",,0.000000,8008.420000,8008.420000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.1.1.9,"Water Quality Monitoring Plan (Rebuild)",,0.000000,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.1.2,"Drainage",,0.000000,35878.040000,35878.040000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.1.2.1,"Erosion & Sediment Control Notes, Plans,",,0.000000,35878.040000,35878.040000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.2,"Drive (DBE)",,0.000000,18480.190000,18480.190000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.2.1,"Traffic",,0.000000,3154.250000,3154.250000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.2.1.1,"50-Percent BCC IFE Design Plans – Signag",,0.000000,2508.000000,2508.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.2.1.2,"50-Percent BCC IFE Design Plans – Street",,0.000000,407.560000,407.560000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.2.1.3,"Final Traffic Operations and Engineering",,0.000000,238.690000,238.690000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.2.1.4,"50% Street Lighting Report (CIV-009)",,0.000000,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.2.2,"MOT",,0.000000,3485.600000,3485.600000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.2.2.1,"50-Percent Transportation Management Pla",,0.000000,260.780000,260.780000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.2.2.2,"50-Percent BCC IFE Design Plans - Mainte",,0.000000,3224.820000,3224.820000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.2.3,"ITS",,0.000000,11840.340000,11840.340000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.2.3.1,"50-Percent Design Plans – Permanent ITS",,0.000000,11714.940000,11714.940000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.2.3.2,"Final ITS Master Plan",,0.000000,125.400000,125.400000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.3,"Suyash (DBE)",,0.000000,40320.910000,40320.910000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.3.1,"50-Percent BCC IFE Design Plans - Draina",,0.000000,2996.850000,2996.850000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.3.2,"Storm Drain Design Report (CIV-003)",,0.000000,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.3.3,"Stormwater Management Plan & Details (CI",,0.000000,30975.620000,30975.620000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.3.4,"Erosion & Sediment Control Notes, Plans,",,0.000000,6348.440000,6348.440000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.3.5,"50-Percent Design Plans – Temporary Drai",,0.000000,,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.4,"Fluora Teeter (DBE)",,0.000000,0.000000,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.4.1,"50-Percent Design Plans - Vegetation Res",,0.000000,0.000000,0.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.5,"Urbantech (DBE)",,0.000000,117799.180000,117799.180000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.2.5.1,"General TSCD",,0.000000,117799.180000,117799.180000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3,"WO#16.2 - 70% Design",0.000000,255555.380000,4907016.650000,6884470.650000,16052.420000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1,"Straughan (DBE)",,22441.040000,273299.920000,266061.010000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1,"Environmental",,22441.040000,273299.920000,266061.010000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.1,"Environmental Compliance Plan",,1731.660000,10220.700000,16917.560000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.10,"Tidal In-Water Construction Plan",,0.000000,3645.600000,6894.470000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.11,"Demo Plan/Blasting",,0.000000,5681.060000,6894.470000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.12,"Water Quality Monitoring Plan (Rebuild)",,7932.620000,31937.970000,16956.130000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.13,"NEPA Re-Evaluation Documentation",,1549.380000,10081.820000,25013.380000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.14,"Erosion and Sediment Control Development",,0.000000,112673.130000,92364.920000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.15,"Sediment Sampling and Testing Support (E",,0.000000,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.16,"Coordination & Meetings",,9131.160000,58853.880000,42858.620000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.2,"Storm Water Pollution Prevention Plan",,364.560000,10099.180000,13741.450000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.3,"Sever Weather & Flood Action Plan",,0.000000,3437.280000,3413.980000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.4,"Underwater Noise Monitoring Plan",,0.000000,5607.280000,3413.980000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.5,"Water Quality Monitoring Plan",,182.280000,876.680000,2893.520000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.6,"Early Work & Demolition Permit Mod 1",,0.000000,1571.080000,2893.520000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.7,"Marine Mammal - Exposure Analysis",,1549.380000,12486.180000,13741.450000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.8,"Environmental Notices to Commence Work",,0.000000,1640.520000,4322.110000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.1.1.9,"Rebuild Permit Mod 2",,0.000000,4487.560000,13741.450000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.10,"CHI (DBE)",0.000000,40665.630000,359726.130000,364429.600000,-28450.880000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.10.1,"Main Span - 50% & 70% BCC IFE Design Pla",0.000000,40665.630000,359726.130000,364429.600000,-28450.880000,15429.037803590285
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.11,"DECON (DBE)",0.000000,0.000000,471772.000000,471772.000000,23184.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.11.1,"Approaches - 70% BCC IFE Design Plans",0.000000,0.000000,471772.000000,471772.000000,23184.000000,0E-12
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.12,"Astute Engineering (DBE)",0.000000,19585.550000,246199.690000,236943.370000,21319.300000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.12.1,"Standpipe System & Fire Protection - 70%",0.000000,3211.600000,64750.010000,67046.150000,1603.080000,-1509.702631578947
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.12.2,"Geotechnical Interprative Reports",0.000000,0.000000,,0.000000,6068.740000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.12.3,"Electrical & Communications - 70% BCC IF",0.000000,15313.200000,175894.600000,165114.600000,11668.160000,10428.912974051896
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.12.4,"CAD/BIM Management",0.000000,1060.750000,5555.080000,4782.620000,1979.320000,755.844606181456
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.2,"HLB (DBE)",,2316.440000,128897.960000,142277.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.2.1,"Bridge Aesthetic Lighting",,2316.440000,128897.960000,142277.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.2.1.1,"Bridge Aesthetic Lighting - 70% BCC IFE",,2316.440000,128897.960000,133379.330000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.2.1.2,"2D and 3D Visualizations and Renderings",,0.000000,,8897.670000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.3,"MPE (DBE)",,106031.410000,1309574.260000,2377156.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.3.1,"Structural",,106031.410000,1309574.260000,2377156.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.3.1.1,"Approaches - 70% BCC IFE Design Plans",,85783.720000,938586.330000,1896289.740000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.3.1.2,"Sign & Ancillary Structures - 70% BCC IF",,15332.800000,313986.880000,345111.060000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.3.1.3,"Standpipe System & Fire Protection - 70%",,4914.890000,57001.050000,135755.200000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.4,"Drive Engineering (DBE)",,-23684.420000,1015449.420000,1180740.990000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.4.1,"Traffic",,-8097.610000,319115.610000,698266.300000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.4.1.1,"Signage & Pavement Markings - 70% BCC IF",,381.880000,137808.200000,511573.200000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.4.1.2,"Street Lighting - 70% BCC IFE Design Pla",,-4279.620000,97897.510000,75580.060000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.4.1.3,"Final Traffic Operations and Engineering",,-4199.870000,79749.070000,48702.750000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.4.1.4,"70% Street Lighting Report",,0.000000,3660.830000,62410.290000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.4.2,"MOT",,-9386.990000,283649.170000,163412.650000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.4.2.1,"70% Transportation Management Plan",,-595.690000,52887.450000,39724.310000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.4.2.2,"Maintenance of Traffic - 70% BCC IFE Des",,-8791.300000,230761.720000,123688.340000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.4.2.3,"Drive - Roundabout EWP",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.4.3,"ITS",,-6199.820000,412684.640000,319062.040000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.4.3.1,"ITS Plans - 70% BCC IFE Design Plans",,-5839.290000,312346.130000,262481.370000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.4.3.2,"Final ITS Master Plan - Revision 01 (CIV",,-360.530000,100338.510000,56580.670000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.5,"Suyash (DBE)",,42665.720000,626868.640000,351649.760000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.5.1,"Drainage, SWM",,42665.720000,626868.640000,351649.760000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.5.1.1,"70% BCC IFE Drainage Design Plans",,20877.290000,278476.330000,106445.600000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.5.1.2,"Storm Drain Design Report",,2032.460000,46688.680000,31156.480000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.5.1.3,"Stormwater Management Plan & Details",,6538.610000,184150.740000,137602.080000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.5.1.4,"Erosion & Sediment Control Notes, Plans,",,13217.360000,117552.890000,76445.600000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.5.2,"16.3 - 100% Design Development",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.5.2.1,"100% Drainage Design",,,,,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.6,"Floura Teeter (DBE)",,26287.160000,112661.060000,73515.400000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.6.1,"Landscaping",,26287.160000,112661.060000,73515.400000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.6.1.1,"Landscaping Plans - 70% BCC IFE Design P",,26287.160000,112661.060000,73515.400000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.7,"Navarro & Wright (DBE)",,14882.270000,194960.620000,152966.780000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.7.1,"Strucutral",,14882.270000,194960.620000,152966.780000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.7.1.1,"Retaining Walls - 70% BCC IFE Design Pla",,14882.270000,194960.620000,152966.780000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.8,"Urbantech (DBE)",,4364.580000,146494.950000,992558.740000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.8.1,"TSCD",,4364.580000,146494.950000,992558.740000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.8.1.1,"WO#16.1 TSCD",,4364.580000,146494.950000,992558.740000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.9,"Fortis Engineering (DBE)",,0.000000,21112.000000,274400.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.9.1,"15.0 Electrical & Communcation Systems",,0.000000,21112.000000,274400.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.6.3.9.1.1,"Elevator Access - 70% BCC IFE Design Pla",,0.000000,21112.000000,274400.000000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.7,"WO#21 - P1B IDQM",0.000000,908586.350000,7952811.180000,6838046.740000,-117561.060000,
202512,106073,Kiewit Infrastructure Engineers,3.4.7.1,"Alvi Associates",0.000000,145908.700000,1573537.870000,1517683.470000,-116379.900000,
202512,106073,Kiewit Infrastructure Engineers,3.4.7.1.1,"WO#21 - P1B IDQM",0.000000,145908.700000,1573537.870000,1517683.470000,-116379.900000,79816.905634517766
202512,106073,Kiewit Infrastructure Engineers,3.4.7.2,"Arup",0.000000,760968.150000,6343521.840000,5285264.640000,0.000000,
202512,106073,Kiewit Infrastructure Engineers,3.4.7.2.1,"WO#21 - P1B IDQM",0.000000,760968.150000,6343521.840000,5285264.640000,0.000000,1655131.246214442013
202512,106073,Kiewit Infrastructure Engineers,3.4.7.3,"CEM",0.000000,1709.500000,35751.470000,35098.630000,-1181.160000,
202512,106073,Kiewit Infrastructure Engineers,3.4.7.3.1,"WO#21 - P1B IDQM",0.000000,1709.500000,35751.470000,35098.630000,-1181.160000,45241.752022471910
202512,106073,Kiewit Infrastructure Engineers,3.4.8,"WO#29 - CCTV Video Pipe Inspection",0.000000,0.000000,9150.000000,0.000000,0.000000,
